"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,24,27,21,33,23,70,49,62,129,72,42,46
2007,34,10,13,33,36,25,70,72,119,84,52,18
2008,26,24,19,25,9,34,87,75,41,90,31,33
2009,19,46,17,30,39,30,46,127,132,72,26,35
2010,22,25,30,40,43,98,111,128,54,56,54,39
2011,41,25,51,37,42,30,72,61,92,110,78,41
2012,45,30,32,50,36,39,52,97,83,97,26,30
2013,43,32,26,18,17,22,76,131,115,19,59,62
2014,30,50,11,37,78,59,67,73,128,64,59,40
2015,34,28,27,21,17,34,60,32,114,59,62,30
2016,47,50,45,20,63,65,79,108,120,73,30,26
2017,39,22,8,11,24,41,57,179,115,85,39,25
2018,68,28,27,17,15,67,62,103,79,69,44,19
2019,16,36,19,15,27,45,100,127,111,53,85,61
2020,29,37,19,25,47,27,58,48,30,58,55,39
2021,41,19,25,19,38,40,151,144,57,91,56,42
2022,47,10,36,27,12,40,55,68,114,45,56,25
2023,35,43,32,38,32,12,64,83,87,42,58,43
2024,34,37,24,28,74,97,25,52,123,40,38,46
2025,44,23,30,18,59,68,46,112,79,107,54,20
2026,32,34,30,12,19,45,71,97,45,79,28,34
2027,51,22,18,10,21,13,74,115,80,64,32,40
2028,13,38,27,20,51,39,60,111,91,67,35,35
2029,40,52,30,15,40,57,57,211,94,78,70,43
2030,45,25,30,26,19,33,57,129,134,87,33,27
2031,15,30,25,24,22,61,50,167,84,104,72,42
2032,23,18,37,21,37,44,109,141,58,83,88,35
2033,37,10,22,15,18,39,101,129,76,37,61,38
2034,22,49,40,33,30,47,98,73,93,57,51,39
2035,32,29,41,30,32,86,128,161,130,80,22,57
2036,31,25,36,29,33,32,92,201,71,77,50,37
2037,43,37,27,16,24,37,54,150,92,54,65,45
2038,30,22,30,11,32,40,73,95,122,30,66,45
2039,60,47,36,24,37,37,36,167,81,49,64,62
2040,37,30,63,23,7,45,93,85,100,62,33,31
2041,38,17,33,38,20,53,76,71,60,74,33,23
2042,29,21,28,18,25,40,94,95,122,47,46,28
2043,16,24,38,31,79,50,180,60,120,55,50,27
2044,19,19,17,20,68,23,107,199,98,44,47,30
2045,43,12,39,27,44,50,145,163,42,24,27,34
2046,33,56,45,31,76,109,138,122,58,48,30,6
2047,43,20,34,31,26,21,59,159,142,95,63,42
2048,25,17,17,12,27,57,76,118,66,48,55,37
2049,35,27,24,16,53,34,61,166,156,16,35,27
2050,20,25,23,12,15,60,145,209,64,39,48,34
2051,34,31,27,24,54,48,100,117,84,78,53,59
2052,25,27,33,38,60,33,56,105,124,57,42,28
2053,37,23,32,38,23,41,87,136,125,48,34,22
2054,51,48,44,28,14,32,142,151,140,36,19,31
2055,51,32,44,18,22,58,28,86,59,64,33,32
2056,39,21,24,21,18,45,49,93,119,33,55,40
2057,50,22,46,26,16,65,108,193,128,40,51,33
2058,22,35,29,35,102,35,207,61,111,58,46,47
2059,25,24,31,22,72,70,126,72,83,88,34,43
2060,43,48,39,22,48,102,108,137,50,21,60,34
2061,38,25,24,16,11,48,150,199,102,36,29,60
2062,42,38,34,32,61,22,57,173,102,55,45,37
2063,39,54,40,32,60,32,146,224,88,109,74,51
2064,36,28,29,34,24,78,124,102,92,71,46,29
2065,38,36,32,16,36,33,63,146,141,67,62,27
2066,37,29,36,16,40,23,102,143,83,81,75,38
2067,53,31,51,41,42,46,164,161,48,50,73,51
2068,35,38,25,10,24,22,58,89,100,81,58,64
2069,33,27,38,17,18,40,47,151,76,80,47,58
2070,45,27,30,15,19,39,205,121,98,65,60,49
2071,52,23,22,22,50,42,69,214,79,43,70,24
2072,39,25,27,20,35,22,94,204,144,46,32,45
2073,43,18,40,29,33,51,77,177,122,77,75,39
2074,34,15,28,48,16,21,168,168,126,101,78,34
2075,36,34,15,24,26,50,39,120,74,38,51,34
2076,44,18,33,19,36,32,27,124,99,52,59,35
2077,52,14,35,30,58,20,111,194,79,88,122,72
2078,38,26,20,41,29,24,116,185,103,80,77,30
2079,33,17,17,36,79,54,55,154,65,68,56,54
2080,24,27,29,11,38,43,159,148,105,83,54,57
2081,28,23,30,38,50,96,164,173,153,40,79,25
2082,27,28,19,36,61,49,130,199,62,98,60,21
2083,33,24,39,47,61,81,192,198,82,100,54,39
2084,41,13,20,44,68,59,210,182,110,86,94,44
2085,26,36,39,13,33,46,204,180,87,64,63,48
2086,33,50,34,39,17,40,47,104,92,90,51,26
2087,39,22,56,18,49,53,81,102,84,76,55,53
2088,48,48,48,23,63,46,174,115,96,105,114,53
2089,48,49,59,40,87,95,32,142,118,26,71,43
2090,42,36,28,46,60,39,237,150,151,116,55,27
2091,21,26,32,41,71,137,166,174,102,24,62,48
2092,64,30,51,25,36,48,137,107,115,74,65,37
2093,34,25,23,26,36,39,72,138,116,59,58,56
2094,39,20,19,24,60,43,85,145,153,66,60,47
2095,42,19,13,41,45,43,76,162,127,85,50,44
2096,26,34,24,29,48,51,80,158,166,60,66,43
2097,22,15,37,41,20,41,51,144,84,85,95,60
2098,62,42,28,51,21,31,45,124,106,49,65,61
2099,42,28,30,44,18,52,174,232,85,55,29,54
2100,39,38,20,35,15,71,92,94,83,119,40,38
