"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,-17.5,-21,-12.2,-3.2,2.2,7.4,12.7,11.3,5.8,-4.9,-17.9,-19.2
2007,-21,-24.9,-20,-6.4,0.5,10.5,13,11.6,7.6,-2,-8.4,-17.1
2008,-19.8,-12.7,-14.8,-3.5,6,10.9,13,11.9,3.8,-5.5,-18,-24
2009,-23.8,-16.9,-16.7,-7.7,3.2,9.1,13.1,10.4,3.6,-2.7,-18.2,-20.4
2010,-23.1,-14.9,-17.1,-6,1.9,7.5,9.8,10.7,3.9,-5.6,-13.6,-19.2
2011,-25.6,-21,-10.1,-3.4,2.7,12.9,14.5,10.7,3.7,-5.1,-16.9,-17.5
2012,-19.4,-19.1,-13.9,-8.7,3.5,12.6,14.3,13.1,4.7,-5.5,-15.3,-19.2
2013,-12.6,-14,-9.6,-5.8,4.7,12.7,14.5,9.6,2.6,-10.2,-12.6,-14.1
2014,-24.3,-13.6,-16,-6.9,-0.4,9.8,14.8,12.5,7.1,-0.9,-11.5,-17.1
2015,-18.3,-14.4,-11.6,-3.5,4.7,12.2,14.4,13.7,7.5,-7.8,-6.7,-13.7
2016,-18.7,-11.2,-9.7,-9.5,3.9,9.2,12.4,13.4,6.4,-11,-18.2,-20.7
2017,-16.1,-24.7,-19,-9,5.2,10.8,13.8,6.9,2.4,-4.1,-8.1,-23.9
2018,-14.1,-15.1,-11.5,-4.6,4.7,10.8,13.8,10.2,6.5,-4.8,-11.1,-20.6
2019,-24.8,-19.9,-17.6,-8.8,3.4,8.6,12,9.2,4.1,-8.2,-12.3,-14.5
2020,-25.1,-17.5,-15.6,-6.3,1.9,12.2,13,10.8,4.1,-9.2,-13.6,-16.7
2021,-14.5,-16,-8.7,-6.2,3.8,13,11.3,10.5,5.1,-4.6,-10.7,-15.3
2022,-14.6,-19.5,-12.3,-4.4,6.1,13.2,16.4,12.6,6.5,-6.1,-8.2,-21.7
2023,-19.1,-11.2,-13.2,-7.3,2.8,11.2,14,11.4,5.2,-7.6,-7.9,-17.2
2024,-14,-13.9,-10.1,-7.1,1.4,7.2,14.8,13.1,6,-6.1,-11.3,-10.2
2025,-20.6,-17.1,-12.1,-5.7,4.2,11.2,15.6,11.4,6.5,-2.5,-12.7,-23.9
2026,-22,-11.9,-11,-3.3,5.5,11.3,16.3,13,5.2,-4.4,-15.3,-12.9
2027,-13.7,-17.9,-11.3,-0.7,7.5,13.5,15.6,14,3.3,-6.1,-8.3,-16.8
2028,-25,-17.9,-8.3,-5.6,3.9,11.1,14.2,10.6,3.3,-0.6,-14,-15.9
2029,-22.3,-13.4,-9.8,-4.1,4,10.2,14.6,10.6,2.9,-6.1,-12.7,-13.8
2030,-13.8,-14.6,-7.2,-1.8,2.9,11.7,15.7,10.8,3.9,-5.7,-14.2,-17.2
2031,-24.8,-14.9,-14.4,-9,3.1,11,14.9,10.4,7.3,-4.1,-10.6,-12.7
2032,-18,-13.3,-7.4,-1.4,7.5,13.7,13.7,10.7,4.9,-1.9,-6.5,-12.5
2033,-17.5,-17.8,-14.9,-2.1,7.2,14.8,15.2,10.6,5.5,-3.7,-9.1,-12.9
2034,-13.9,-7.3,-13.3,-3.6,7.1,12.1,13.5,14.1,7.1,-5.1,-12.2,-14
2035,-18.7,-11.6,-11.4,-3.5,2.2,10.8,12.8,13,7.5,-0.9,-11.2,-11.1
2036,-16.2,-10.2,-9.2,-2.1,7.3,12.8,14.6,10.3,5,-5.3,-13.3,-16.8
2037,-14.9,-12.7,-7.5,-4.4,4.8,11.6,15.1,12.3,5.9,-7.3,-10.5,-21
2038,-10,-14.8,-7.8,-2.6,4,13,15.4,16.6,6.7,-7.3,-10.7,-17.3
2039,-13.4,-10.3,-15.6,-4.5,3.8,11.7,15.4,9.8,4.6,-5.2,-7.4,-11.7
2040,-9.4,-14.4,-9.5,-0.2,8.4,12,14.7,12.5,6.4,-5.1,-14,-14.7
2041,-21.2,-20.6,-10.6,-4.7,4.2,11.6,15.3,14.4,6.6,-5,-16.4,-18
2042,-14.5,-15.4,-8,-7.5,5.4,12.9,14.5,10.7,5.9,-6.9,-9.9,-18
2043,-24.8,-16.5,-8.8,-5,5.5,11.8,12.3,13.3,6.9,-2.7,-5.4,-13.5
