"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,-19.6,-17.5,-23.9,-13.2,1.4,10.3,10.7,9.2,6.6,-3.2,-13.8,-12.2
2007,-15.4,-17.1,-10.8,-3.4,2.7,10.6,13.1,11.6,4.6,-4.5,-9.3,-18.5
2008,-19.2,-20.7,-13.3,-7.3,4.2,10.5,12.1,10.6,4.8,-4.6,-14.2,-13.1
2009,-15.7,-19.8,-13,-4.7,3.1,10.2,13,9.6,6.1,-8.6,-9.8,-14.8
2010,-15.8,-16.4,-19.1,-10.3,3,8.7,11.3,10.1,7.5,-2.7,-11.1,-24.3
2011,-15.2,-20.4,-16.4,-12.2,-2.4,6.2,10.8,9.9,3.5,-1.1,-14.1,-23
2012,-17.7,-20.2,-23.7,-9.5,1.4,8.8,12.3,7.2,2.2,-5.1,-14,-19.4
2013,-20.5,-18,-12.5,-4.3,3.7,10,11.4,8.2,4.3,-5.7,-12.8,-14.4
2014,-13.8,-17.4,-19.5,-8.4,4.2,10.9,12.7,9.5,4.5,-7.4,-10.6,-16.7
2015,-16.6,-18.7,-17.5,-6,4.3,10.9,11,10.4,4.2,-6.7,-17.2,-15.4
2016,-26.1,-18.5,-12.6,-7.6,2.4,10.4,12.5,8.4,3,-8.2,-14.1,-20.4
2017,-17.7,-13,-13.2,-6.1,2.9,9.4,12.2,10.2,3.9,-5,-14.5,-17.8
2018,-10.7,-19.1,-17.2,-14.3,2.4,7,11,10.9,3.6,-3.5,-8.8,-12.4
2019,-14.9,-17.3,-17.2,-6.8,3.8,10.3,13.1,12,6.5,-6.8,-17.4,-14.5
2020,-18.5,-20.6,-12.2,-6.7,4.7,9.1,12.9,8.8,1.5,-5.1,-8.9,-13.8
2021,-23.6,-22.4,-10.6,-7.3,3.8,9.6,14.3,11.1,4.7,-0.5,-13.2,-16.8
2022,-14,-11.9,-9.3,-6.6,4.6,11,14,10.9,4.9,-3.6,-14.7,-19.4
2023,-18.9,-23.4,-15.2,-9.2,3.6,10,12.9,10.4,5.2,-4.7,-12.8,-17.7
2024,-21.5,-19.2,-11.8,-9.1,1.8,9.6,11.5,10.5,4.3,-4.1,-13.8,-17.1
2025,-20.4,-26.5,-14.8,-8.4,2.3,9.3,12.5,10,4.5,-2,-7.6,-13.3
2026,-18.2,-22.2,-9.4,-6.2,2.6,11.2,13.2,8.2,4.4,-4.3,-9.4,-20.8
2027,-15.4,-18.3,-16.8,-4.5,3.7,11.1,12.9,9.8,7.3,-3.2,-11.8,-19.8
2028,-13.4,-13.9,-13.8,-6.8,2.1,7.9,11.2,10.2,5.1,-3.9,-15.5,-11
2029,-19.4,-15.6,-14.3,-7.3,2.6,8.1,13.4,8.4,4.9,-1.2,-6.8,-16.3
2030,-12,-15.2,-12.5,-3.8,2,11.3,12.8,9.2,5,-4.2,-12.7,-22.3
2031,-12.8,-15.1,-13.4,-8.3,0,10.2,13.9,10.3,6.3,-5,-12.8,-17.1
