"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,32,30,36,18,32,47,68,75,43,41,61,32
2007,35,26,18,21,33,48,114,93,80,52,21,18
2008,24,22,21,15,30,48,76,105,75,39,33,31
2009,43,21,26,22,25,62,83,107,72,51,35,40
2010,44,21,21,14,28,66,58,83,39,47,32,43
2011,48,14,18,19,31,59,97,84,76,90,61,31
2012,44,45,14,21,26,56,74,67,58,41,28,35
2013,30,30,20,37,22,46,44,93,51,33,27,70
2014,36,25,23,18,33,41,67,75,96,61,31,31
2015,48,15,21,29,32,44,58,71,75,55,47,38
2016,41,20,36,41,46,54,57,51,48,30,52,32
2017,41,33,29,24,19,68,74,85,70,68,34,33
2018,51,26,31,11,25,60,96,89,76,71,47,63
2019,22,39,40,24,24,59,82,91,106,58,48,28
2020,26,20,18,19,25,49,104,112,85,36,56,48
2021,34,35,25,26,31,68,89,84,56,100,86,35
2022,40,15,25,22,28,74,100,94,72,51,49,37
2023,54,22,18,30,21,61,90,97,31,44,44,39
2024,35,43,17,30,34,52,62,81,53,37,57,59
2025,36,38,38,14,20,63,93,70,83,30,52,58
2026,28,30,29,26,35,43,77,94,77,51,67,41
2027,38,32,25,37,40,51,70,114,86,71,62,26
2028,59,39,20,23,28,63,105,84,51,66,33,31
2029,36,16,36,17,35,57,96,30,61,69,64,62
2030,43,34,19,24,26,43,75,64,73,78,54,46
2031,29,31,22,27,38,65,79,110,85,71,37,34
2032,38,14,40,18,23,61,110,87,80,50,48,44
2033,44,50,27,31,28,59,107,99,73,57,33,44
2034,27,18,15,17,35,72,87,121,45,35,32,52
2035,26,23,30,28,20,89,104,53,43,61,41,26
2036,17,39,23,18,25,65,116,82,54,58,64,54
2037,68,31,28,29,36,54,55,62,72,52,27,16
2038,41,25,16,29,19,66,98,113,79,71,27,43
2039,50,12,51,23,39,65,87,89,77,71,80,56
2040,24,25,30,28,42,69,81,108,77,98,80,48
2041,40,29,23,27,42,67,87,130,114,64,71,45
2042,63,28,41,33,32,76,64,122,77,59,31,34
2043,35,29,31,32,29,74,83,64,82,52,59,25
2044,37,29,37,30,21,70,98,68,87,40,37,60
2045,54,31,35,33,44,65,109,136,112,43,31,36
2046,41,29,24,22,47,79,87,98,63,51,45,30
2047,52,55,22,35,31,45,116,121,47,71,71,37
2048,30,17,24,28,43,58,80,86,83,62,51,37
2049,52,32,19,32,31,59,64,90,47,65,73,44
2050,45,31,29,23,33,70,126,124,68,87,55,40
2051,20,34,18,24,35,70,96,83,88,47,57,63
2052,37,30,29,18,25,74,92,84,68,50,48,31
2053,25,12,27,34,38,55,92,117,55,71,31,41
2054,39,22,27,22,34,66,92,92,59,77,43,55
2055,38,35,21,41,42,50,99,118,50,70,51,42
2056,28,30,35,45,52,60,82,58,71,27,46,26
2057,30,26,18,27,34,48,88,96,115,75,50,45
2058,50,18,25,34,24,53,111,73,93,73,51,41
2059,61,36,42,35,26,82,69,98,74,45,67,37
2060,53,42,31,31,48,52,81,89,53,53,48,37
2061,43,25,20,30,33,58,91,123,63,59,57,44
2062,45,40,32,23,28,65,61,100,118,46,45,46
2063,43,42,26,28,42,55,78,106,140,83,61,36
2064,28,28,28,23,30,57,92,74,82,67,46,27
2065,56,19,21,20,32,50,99,74,66,63,68,49
2066,79,45,34,35,41,50,98,73,81,72,89,42
2067,28,23,39,25,25,57,78,85,89,66,54,30
2068,41,11,44,25,32,49,88,57,73,80,28,42
2069,22,17,24,33,56,56,96,77,49,78,29,55
2070,50,31,41,26,41,83,103,87,70,49,37,32
2071,16,25,24,18,33,42,84,87,74,31,18,32
2072,38,38,32,18,44,73,73,112,66,62,55,56
2073,45,36,32,22,62,54,63,105,106,64,68,20
2074,53,23,41,19,31,66,99,70,94,32,34,42
2075,37,30,27,44,52,65,61,97,77,71,44,36
2076,35,47,47,25,38,88,59,93,64,64,48,61
2077,68,47,43,32,23,57,68,107,51,58,60,61
2078,82,25,28,25,33,85,92,81,67,62,27,29
2079,44,22,22,9,31,66,64,113,126,109,70,58
2080,60,36,42,28,43,73,90,74,89,81,49,25
2081,28,17,34,28,33,80,82,83,88,57,48,56
2082,29,37,32,34,52,61,85,81,63,93,54,42
2083,37,28,29,41,36,79,95,117,102,54,50,64
2084,57,37,26,27,31,77,81,60,73,67,66,55
2085,48,39,26,34,42,44,79,110,73,74,64,40
2086,49,50,31,28,25,69,97,95,82,69,66,39
2087,43,29,36,32,51,54,80,95,93,89,42,49
2088,86,36,25,25,40,64,77,54,79,48,83,30
2089,48,42,21,31,44,66,61,72,118,58,60,89
2090,37,28,46,33,23,95,94,59,63,103,27,24
2091,64,28,18,34,39,60,82,92,78,69,61,32
2092,37,45,39,27,20,64,116,87,76,77,41,37
2093,34,29,32,20,41,70,63,86,112,29,68,41
2094,34,27,34,22,34,65,89,80,57,80,43,55
2095,68,20,40,25,47,62,125,127,110,44,37,20
2096,82,43,22,44,30,74,109,58,93,73,70,69
2097,32,24,26,27,25,43,83,46,124,90,92,56
2098,52,36,17,40,34,77,73,96,110,98,72,55
2099,43,12,30,23,29,81,62,117,99,67,94,36
2100,44,36,28,32,42,86,103,101,71,82,83,43
