"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,31,32,34,16,37,42,90,135,57,51,68,32
2007,40,34,21,26,33,38,91,150,88,52,32,19
2008,33,40,22,15,27,40,77,183,70,40,33,30
2009,62,23,29,21,27,47,83,120,71,55,46,37
2010,47,22,25,15,27,46,81,110,55,48,28,30
2011,50,19,22,16,19,50,84,93,97,104,51,25
2012,41,61,18,22,27,60,77,87,67,46,31,33
2013,25,40,21,31,25,39,32,132,52,37,39,57
2014,44,33,19,17,31,45,66,88,121,91,35,21
2015,54,19,24,32,29,37,74,95,85,73,51,32
2016,48,25,61,46,54,65,64,84,70,30,55,33
2017,48,38,24,19,20,61,69,115,73,66,40,33
2018,53,31,22,11,27,30,102,119,105,54,39,50
2019,32,33,46,28,12,52,72,82,112,74,64,34
2020,32,22,22,21,22,28,75,185,125,43,44,44
2021,31,51,37,26,35,39,53,118,67,109,95,36
2022,46,37,34,17,34,36,77,108,88,62,51,28
2023,59,14,16,30,16,48,93,131,25,47,48,36
2024,36,45,23,33,34,21,59,91,74,43,51,54
2025,35,33,30,11,19,54,71,93,125,29,44,54
2026,37,36,27,29,47,32,81,101,60,53,67,37
2027,60,35,29,41,23,29,78,153,86,55,50,24
2028,55,37,21,21,21,44,90,145,56,77,29,29
2029,57,16,37,21,50,67,84,53,65,85,77,56
2030,51,35,26,21,35,39,64,81,96,72,63,55
2031,26,28,20,26,30,62,46,116,113,64,34,48
2032,38,16,39,21,19,43,78,133,82,55,46,37
2033,40,43,31,33,25,53,72,146,70,69,48,49
2034,27,22,14,15,34,45,49,124,38,30,31,41
2035,25,36,29,33,17,75,80,68,56,61,49,24
2036,20,37,28,16,24,54,90,116,51,59,52,40
2037,52,17,25,21,29,53,48,56,90,70,27,18
2038,41,35,16,29,35,54,107,151,105,81,24,29
2039,52,11,54,20,50,45,91,112,78,85,84,56
2040,34,38,34,23,62,72,117,143,72,77,49,57
2041,41,37,33,24,54,49,62,166,106,57,56,41
2042,62,34,36,35,38,38,74,157,86,72,44,30
2043,35,26,29,32,35,37,68,83,95,65,53,26
2044,51,32,38,32,23,45,72,88,94,45,40,68
2045,62,42,38,45,40,28,74,200,151,39,34,38
2046,46,40,24,28,32,43,69,101,86,55,32,36
2047,46,69,23,37,34,32,101,123,79,68,68,30
2048,30,18,37,20,45,65,80,93,74,54,48,36
2049,59,35,20,34,36,30,59,116,42,82,75,40
2050,46,36,30,24,36,56,146,144,97,91,67,34
2051,23,32,26,22,26,38,78,95,102,58,56,59
2052,45,37,32,18,33,44,74,81,64,55,68,35
2053,28,20,29,46,45,36,63,159,66,76,39,31
2054,50,22,23,30,29,53,96,124,80,58,35,51
2055,49,30,18,56,59,45,85,114,58,76,60,33
2056,30,35,41,51,50,53,53,50,91,16,42,22
2057,37,38,18,21,33,32,93,116,137,89,58,46
2058,60,26,30,42,26,36,101,74,79,81,44,33
2059,48,32,46,38,42,62,50,88,79,45,55,33
2060,70,34,34,30,45,26,42,87,50,85,50,34
2061,43,24,19,32,20,43,97,141,87,57,51,39
2062,41,33,31,23,26,66,66,89,139,57,40,58
2063,45,71,27,24,38,48,72,124,138,78,68,28
2064,25,22,32,15,28,22,111,66,96,61,46,17
2065,70,21,21,23,35,31,60,68,50,56,60,38
2066,76,55,30,37,34,36,113,118,110,93,97,42
2067,25,19,38,21,25,45,78,115,92,75,75,45
2068,43,14,52,21,35,33,74,38,90,82,20,34
2069,21,31,39,33,62,36,101,67,47,87,33,65
2070,71,42,38,25,43,51,74,80,75,67,45,36
2071,26,24,27,22,25,25,72,122,77,43,15,25
2072,42,43,37,15,48,33,129,138,68,60,36,42
2073,55,55,35,29,69,27,64,98,119,71,64,19
2074,48,28,41,19,39,46,88,73,104,63,39,36
2075,39,22,34,38,52,61,44,109,66,82,36,37
2076,34,46,58,24,30,45,55,109,83,75,44,57
2077,65,46,52,38,15,41,63,200,83,73,54,51
2078,80,33,31,21,33,71,80,120,52,61,19,22
2079,51,18,27,9,25,29,46,124,123,114,59,48
2080,67,37,33,33,31,39,71,114,131,68,38,28
2081,41,18,47,31,22,45,88,119,91,62,43,44
2082,37,55,31,46,68,36,54,89,74,107,47,32
2083,48,29,38,39,29,48,77,149,117,44,46,64
2084,66,32,34,39,26,57,85,94,81,53,79,45
2085,47,42,24,30,56,45,66,136,71,85,67,28
2086,60,71,27,26,33,39,86,133,115,78,69,40
2087,46,43,34,43,53,45,53,97,113,79,45,34
2088,97,39,25,17,36,39,68,75,96,66,87,40
2089,35,34,22,30,55,56,61,95,119,71,68,59
2090,54,36,53,36,21,55,72,67,110,116,39,27
2091,64,21,22,32,51,48,81,107,136,89,51,32
2092,42,47,49,29,23,44,85,124,65,88,36,51
2093,36,26,31,22,44,57,78,163,165,41,57,30
2094,54,44,42,25,39,48,47,129,55,102,33,52
2095,79,23,45,26,66,58,117,141,114,35,26,18
2096,78,46,28,52,36,49,101,70,122,94,89,77
2097,36,24,28,38,28,24,36,86,127,93,88,54
2098,65,44,17,45,44,57,60,132,141,110,86,32
2099,55,17,25,28,24,39,63,142,152,78,93,51
2100,66,44,22,34,43,47,113,71,92,90,81,49
