"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,18,49,46,15,13,73,110,97,66,55,36,37
2007,34,19,16,19,10,49,50,58,64,87,78,62
2008,40,37,47,32,29,42,85,136,39,89,31,17
2009,17,41,26,22,27,49,85,80,120,63,71,111
2010,25,32,23,21,19,63,99,134,67,51,98,54
2011,28,22,16,16,33,69,66,81,123,62,70,44
2012,33,22,14,22,23,50,50,112,89,53,54,74
2013,24,28,34,47,38,55,65,85,69,64,38,21
2014,25,19,33,38,24,54,99,117,95,48,18,58
2015,17,16,30,31,37,65,75,100,87,41,47,40
2016,26,25,20,24,40,45,82,126,128,82,26,58
2017,33,37,16,22,16,59,74,81,79,44,43,32
2018,21,21,31,25,29,64,111,91,66,46,37,57
2019,42,18,39,17,24,42,77,115,68,45,53,43
2020,23,18,29,15,51,45,78,112,78,67,51,63
2021,60,22,25,38,22,69,116,142,87,56,60,42
2022,58,21,22,21,21,60,101,100,102,35,23,36
2023,56,39,39,32,44,49,60,109,75,49,67,52
2024,73,26,38,15,24,59,73,65,55,52,58,78
2025,26,24,30,26,28,64,96,92,71,67,71,46
2026,23,26,22,30,14,84,72,76,43,38,67,52
2027,39,44,27,29,23,77,106,119,75,94,80,49
2028,86,25,31,54,39,38,94,73,78,80,46,24
2029,29,29,31,25,20,89,117,98,90,53,44,66
2030,35,47,61,43,29,45,85,115,98,53,66,39
2031,14,27,43,24,29,65,107,83,85,53,37,51
2032,30,16,40,26,27,56,95,127,83,65,70,61
2033,33,53,21,24,28,73,71,102,73,61,41,50
2034,26,30,42,20,29,47,116,93,67,71,49,48
2035,44,32,44,33,44,48,121,57,63,78,25,70
2036,44,9,28,19,33,61,88,101,91,81,79,70
2037,44,22,36,35,43,65,112,114,65,64,36,48
2038,27,32,51,19,21,94,78,102,101,83,39,81
2039,34,25,26,19,48,72,67,122,105,52,35,76
2040,49,30,36,26,39,45,128,163,106,101,42,43
2041,52,46,35,25,20,42,91,114,102,58,37,78
2042,47,35,33,37,29,57,89,104,90,84,54,45
2043,29,26,18,20,31,47,123,90,91,42,40,89
2044,46,33,34,22,45,61,71,113,79,84,36,52
2045,27,24,20,20,31,72,53,148,98,47,27,69
2046,59,29,56,37,29,67,105,85,133,48,39,93
2047,30,19,37,55,31,64,125,82,103,79,36,68
2048,15,28,34,28,35,67,134,88,135,36,38,64
2049,38,33,42,22,34,98,97,95,106,33,42,41
2050,34,20,37,40,32,82,104,110,58,59,75,70
2051,54,42,35,31,23,83,118,53,62,79,63,31
2052,27,24,26,26,46,58,116,118,54,56,66,44
2053,34,18,44,38,55,60,105,122,119,68,48,32
2054,51,16,30,33,30,95,86,96,96,77,55,71
2055,38,27,24,35,27,61,123,63,56,94,42,52
2056,32,22,39,33,38,63,98,105,69,77,54,37
2057,37,21,35,25,30,55,104,84,130,61,40,61
2058,29,39,21,22,29,56,95,152,66,59,78,39
2059,53,24,28,32,32,85,102,133,57,53,54,42
2060,26,16,55,22,36,75,111,105,99,79,37,71
2061,37,32,29,49,36,58,88,119,58,57,47,49
2062,16,32,31,41,36,93,105,135,121,92,47,42
2063,39,37,70,15,19,56,112,120,93,47,54,53
2064,37,24,24,54,25,68,110,113,81,56,43,48
2065,43,23,14,21,43,49,64,65,78,81,51,103
2066,36,16,19,39,34,55,76,90,100,61,47,63
2067,33,29,37,48,31,91,124,122,96,66,78,45
2068,34,37,34,33,29,86,98,49,63,51,45,59
2069,57,37,38,28,41,60,95,64,98,74,61,66
2070,38,28,23,15,35,54,117,96,87,93,52,86
2071,17,21,27,36,45,64,91,106,86,99,49,78
2072,67,23,34,30,38,71,131,118,90,74,64,67
2073,37,25,45,34,26,63,92,86,87,85,46,96
2074,30,19,33,20,39,47,113,80,74,88,44,38
2075,41,33,24,37,44,58,88,95,78,104,67,56
2076,27,33,45,24,42,66,105,127,58,81,70,84
2077,51,43,40,47,35,57,126,141,82,49,57,70
2078,30,20,22,31,39,58,85,92,113,62,42,64
2079,61,21,41,21,36,67,135,141,111,62,44,53
2080,44,39,36,23,36,70,85,123,117,54,34,95
2081,30,26,33,37,44,54,97,126,146,75,48,49
2082,47,26,22,27,37,69,115,117,107,64,47,44
2083,36,34,37,39,61,94,98,81,96,44,63,72
2084,57,44,47,12,27,71,76,115,76,71,50,56
2085,38,17,31,28,26,48,134,89,102,64,47,43
2086,60,26,29,22,26,94,91,81,133,71,44,46
2087,19,31,26,26,38,96,91,115,48,49,50,39
2088,31,25,47,36,33,61,80,94,116,72,50,83
2089,45,24,23,38,66,64,102,170,160,67,65,43
2090,26,30,25,46,41,88,108,96,110,47,66,38
2091,37,15,24,28,27,81,102,114,68,111,63,59
2092,39,20,43,29,46,70,109,60,102,58,73,42
2093,44,28,38,31,42,78,79,127,86,72,40,85
2094,38,28,30,32,38,27,44,92,92,122,76,40
2095,32,31,22,24,33,80,118,104,83,69,39,66
2096,41,22,28,41,39,66,95,111,56,64,44,75
2097,35,30,35,23,50,57,88,75,103,59,87,68
2098,44,59,36,45,43,99,120,94,97,47,58,60
2099,45,17,31,53,48,70,99,117,76,65,22,69
2100,37,22,24,47,33,74,126,114,100,73,48,70
