"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,18,47,41,10,14,74,94,90,61,60,35,32
2007,33,19,16,16,10,45,54,48,53,81,71,56
2008,38,30,41,34,30,51,76,117,26,73,31,16
2009,17,35,20,20,25,50,79,85,119,50,65,94
2010,21,30,21,19,19,58,90,110,58,44,95,50
2011,28,21,13,14,38,70,67,78,118,68,56,45
2012,23,19,11,14,28,53,49,110,70,46,52,66
2013,20,27,31,45,41,59,66,71,48,60,39,22
2014,25,18,29,34,24,52,92,109,82,48,18,59
2015,16,18,23,27,34,55,68,95,80,35,46,42
2016,18,22,16,23,37,35,77,125,103,70,24,51
2017,31,37,14,23,17,61,73,74,69,45,51,33
2018,18,19,28,19,30,68,84,80,55,44,33,54
2019,40,18,35,16,25,33,63,97,61,40,53,36
2020,17,15,26,13,43,52,71,104,73,68,43,59
2021,51,23,19,35,22,70,84,119,79,51,51,42
2022,51,21,22,15,21,58,110,91,85,35,22,34
2023,54,32,33,28,48,46,64,102,44,43,62,50
2024,59,26,34,13,25,61,75,49,51,43,45,64
2025,28,24,28,22,32,63,79,85,57,50,64,40
2026,22,21,20,25,14,93,58,87,36,29,69,44
2027,37,41,23,23,22,84,75,112,59,79,65,45
2028,74,21,26,36,36,46,88,68,59,71,26,21
2029,28,24,28,24,23,90,114,86,85,46,41,62
2030,31,43,49,38,30,48,89,103,88,49,55,38
2031,12,22,39,16,28,69,99,63,67,50,40,53
2032,29,15,36,27,28,59,92,107,71,59,73,60
2033,35,49,21,22,28,74,49,94,65,54,41,46
2034,19,26,37,16,30,43,119,68,52,67,48,48
2035,38,30,38,23,37,48,114,27,54,63,25,57
2036,36,10,22,19,35,51,84,99,87,70,76,67
2037,40,21,32,30,43,71,99,115,59,57,29,45
2038,24,28,44,16,24,84,71,98,93,74,37,86
2039,31,22,23,19,47,65,53,108,85,45,35,64
2040,49,27,32,25,38,49,113,128,86,87,44,43
2041,42,42,31,20,23,46,85,108,89,52,32,75
2042,42,29,28,35,32,55,87,92,70,70,54,44
2043,25,24,18,20,31,46,96,73,73,41,39,82
2044,40,29,30,20,49,62,75,94,60,72,33,51
2045,25,21,13,15,33,76,54,129,84,41,21,71
2046,56,24,53,33,30,72,83,75,117,42,35,84
2047,28,17,32,45,30,64,97,72,78,58,34,62
2048,15,24,32,25,37,63,119,78,129,34,38,62
2049,34,33,36,15,35,109,89,86,93,27,42,39
2050,30,17,31,34,33,88,107,86,55,51,69,63
2051,47,36,31,28,31,88,91,47,67,75,54,30
2052,25,21,23,22,45,52,95,112,57,48,62,43
2053,34,18,43,34,56,57,93,101,106,65,43,21
2054,46,17,26,31,34,82,63,98,84,66,47,64
2055,39,25,24,32,31,62,104,65,45,95,41,51
2056,33,19,32,29,40,60,97,84,54,69,53,39
2057,35,20,30,19,30,62,90,74,118,52,41,59
2058,27,36,18,14,29,50,92,132,61,62,80,43
2059,48,20,24,31,34,73,112,114,50,48,53,39
2060,26,14,48,21,32,84,98,100,87,66,35,69
2061,30,30,28,44,39,56,71,121,55,51,45,46
2062,15,28,25,35,38,82,83,124,100,73,41,41
2063,33,34,57,12,18,51,99,116,69,46,49,43
2064,30,20,22,39,25,60,105,106,68,54,32,46
2065,40,22,13,22,40,38,56,63,79,75,50,85
2066,39,18,17,36,37,65,65,76,90,59,42,58
2067,26,25,30,34,28,101,113,109,87,62,63,38
2068,33,31,31,23,31,89,79,57,61,44,42,52
2069,51,38,30,26,35,58,76,53,86,63,54,61
2070,29,25,21,15,37,55,101,65,73,82,51,73
2071,17,21,21,27,43,67,75,86,69,97,48,71
2072,60,22,28,28,43,79,106,101,73,62,65,63
2073,35,24,41,29,23,68,75,69,73,69,42,71
2074,27,20,27,18,46,44,98,68,69,78,39,36
2075,37,31,21,31,47,54,82,82,75,91,58,53
2076,24,31,40,24,46,66,92,109,55,70,62,82
2077,47,39,31,34,37,65,103,127,71,46,60,65
2078,28,21,19,26,39,65,90,80,100,53,35,57
2079,49,18,36,20,38,56,119,102,102,63,39,47
2080,49,34,31,20,33,67,63,110,94,42,34,82
2081,27,23,30,31,40,48,87,118,116,74,43,49
2082,43,26,22,23,31,80,93,107,92,58,41,39
2083,32,32,31,34,60,100,81,92,80,38,60,68
2084,49,38,42,9,25,77,64,90,68,59,51,57
2085,32,17,28,23,29,54,115,66,83,57,48,38
2086,57,24,25,21,28,89,93,95,111,66,41,39
2087,19,30,23,21,39,89,74,102,39,43,50,39
2088,26,24,40,32,33,55,84,75,91,67,48,76
2089,37,19,24,35,63,69,89,158,138,60,56,41
2090,25,27,23,42,42,92,98,83,89,45,54,44
2091,32,14,22,27,28,84,85,103,56,99,57,56
2092,36,16,35,27,42,77,108,46,97,56,69,34
2093,34,30,30,29,43,87,76,124,56,58,40,75
2094,37,27,27,31,40,27,36,95,78,102,72,34
2095,30,30,20,24,30,66,101,96,76,65,40,63
2096,36,18,22,42,41,62,88,95,54,55,36,72
2097,27,26,29,20,42,59,68,74,87,55,77,60
2098,40,58,34,39,44,85,96,75,84,44,47,63
2099,45,16,27,44,48,59,84,104,68,44,17,61
2100,32,22,21,40,37,78,112,97,90,68,44,68
