"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,-19.3,-14.3,-15.8,-4.7,3.4,10.6,11.8,7.8,6.2,-4.4,-11.8,-16.7
2007,-14.5,-19.2,-9.8,-8.4,2.9,9.6,12.6,10,7,-3.9,-11.2,-13.4
2008,-16.6,-17.7,-10.9,-8.7,2.8,10.5,12.8,11.6,7.9,-2.2,-7.7,-12.7
2009,-20,-15.1,-9.3,-1.4,3.9,12.1,13.6,12.5,6.5,-3.3,-10.6,-16.7
2010,-9.4,-20.3,-13.1,-3.5,5.2,12.1,12.3,11.9,5.1,-5.8,-10.5,-20.9
2011,-13,-13.6,-12.8,-3.5,3.2,10,13.9,10.2,4.3,-6.2,-8.9,-13.9
2012,-17.9,-20.5,-11.6,-5.4,3.5,10.3,13.5,11.2,4.2,-4.7,-9.3,-13.4
2013,-19.2,-22.2,-15.2,-3.3,3.8,11.8,14.1,11.7,8.4,-1.2,-4,-9.8
2014,-14.2,-20.6,-19.8,-5.9,4.4,9.7,13.7,11.1,3.8,-3.3,-10.2,-9.6
2015,-14.3,-21.7,-13.9,-9.1,2.5,8.6,12.2,10.5,6.5,-2,-7.3,-16.9
2016,-14.4,-14.9,-9,-2.7,5.9,14,16.7,14.4,7.3,-2.1,-7.7,-10.7
2017,-14.4,-16.7,-10.1,-4.5,2,11.3,14.6,12.6,7.4,-4.4,-5.6,-8.8
2018,-13.6,-12.3,-10.6,-2.2,4.7,13.3,13.7,10.3,2.9,-5.1,-7.6,-10.4
2019,-11.4,-12.6,-16,-8.3,4.5,13.6,13.8,11.6,7.7,-3.8,-7.1,-10.6
2020,-13.9,-13.1,-12.2,-6.6,0.5,10.9,14.6,13.7,6.6,-3.5,-9.9,-18.8
2021,-20.6,-19,-14,-7.3,2.9,10.7,12.4,9.4,6.2,-5.7,-12.3,-12.1
2022,-14.8,-12.7,-7.4,-7.5,6.1,13,14,10.7,6.9,-4.3,-9.4,-15.2
2023,-16.1,-8.7,-8.8,-8,5.3,12.3,15.1,11.9,7.5,-1.9,-11.1,-15.4
2024,-17.8,-11.9,-15.4,-6.9,4.8,12.2,15.1,13,7.1,-4.2,-11.2,-13.1
2025,-18.8,-16.3,-12.3,-8.3,4.1,12.6,13.1,12.7,7,-1.6,-6.7,-12.4
2026,-13,-15.4,-9.9,-1.1,7,13.5,15.2,13.9,9.3,-1.6,-1.4,-11.4
2027,-10,-14,-12.6,-1.5,4.5,11.4,16.5,14.6,7.2,-3.4,-6.1,-21.4
2028,-20,-14.5,-19.1,-5.5,3.7,12.3,13.8,11,7.8,0.1,-12.4,-15.7
2029,-13.5,-13.9,-13,-1,4.8,11.5,14.9,10.7,5.4,-3.6,-7.1,-9.9
2030,-15.2,-17.3,-10.5,-2.2,7.6,11.7,16.3,15.1,8.4,-2.4,-7.9,-14.5
2031,-14.3,-15.8,-15.9,-10.3,2.8,11.6,12.9,11.8,6.6,-3.2,-11,-14.5
2032,-15.9,-13.8,-8.4,-4.4,3.3,12.5,14,14.2,8.5,-2.1,-8.5,-10.1
2033,-11.3,-12.5,-10.8,-0.8,3,12.7,16.1,11.3,6,-2.8,-8.5,-15.3
2034,-12.4,-18.9,-13.1,-7.8,0,11.1,12.8,10.6,5.2,-3.1,-8.5,-13.7
2035,-11.5,-13.7,-11.7,-2.7,6.4,13.1,14.3,14.6,9.4,1,-3.3,-8.4
2036,-14,-10.6,-9,-2.2,7.6,12.4,16.9,12.4,8.2,-0.8,-8.9,-13.8
2037,-14.5,-10.4,-8.4,-5.1,3.6,12.8,16.2,13.2,7.1,-1.9,-5.9,-16.4
2038,-7.6,-12,-11,-3.1,6,12.9,15.5,13.6,9.1,-1.5,-7,-8.7
2039,-9,-14.4,-3.9,-3.8,6.6,12.9,14.6,14.3,7.1,-2.3,-7.8,-10.3
2040,-18.8,-11.5,-9.8,-4.9,5.8,15.1,15.4,13,7.5,-2.3,-6.4,-11.8
2041,-9.6,-14.5,-6.5,-2.7,5.9,14.8,16,11.9,8.7,-1.8,-5.9,-10.3
2042,-9.9,-13.8,-13.6,-4.7,5,13.3,16.3,13.4,7.8,-3.4,-6.4,-11.9
2043,-9.5,-10.4,-12.7,-3.2,4.6,13.5,15.4,11.6,10.1,-1.9,-6.7,-9.3
