"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,23,25,11,12,16,32,61,78,32,27,28,23
2007,37,10,14,13,10,39,45,67,37,27,32,13
2008,29,12,19,16,17,26,50,70,23,48,29,16
2009,21,16,24,22,15,20,37,73,37,27,33,33
2010,23,20,10,21,11,20,29,59,26,33,25,13
2011,28,32,24,19,14,16,61,73,44,37,15,18
2012,26,15,12,14,13,20,54,25,36,24,21,21
2013,20,23,15,19,23,13,23,59,45,58,28,21
2014,20,19,22,23,23,13,51,63,48,36,37,10
2015,15,17,25,19,16,14,44,117,51,50,31,14
2016,17,18,15,20,20,15,44,87,42,33,17,21
2017,18,14,9,17,21,32,47,99,41,30,25,30
2018,16,17,23,15,15,17,76,32,61,15,33,16
2019,18,21,33,19,10,48,31,96,35,30,20,18
2020,17,16,22,16,11,20,43,62,38,29,22,18
2021,20,31,11,12,11,23,80,129,66,38,30,23
2022,48,25,10,18,13,33,54,52,41,34,20,17
2023,12,18,17,20,8,22,46,94,65,45,28,26
2024,33,15,26,17,15,20,55,66,54,47,40,25
2025,20,13,12,22,14,52,52,94,37,26,26,33
2026,24,26,11,12,17,36,51,59,45,31,14,25
2027,21,13,17,14,15,16,35,78,37,28,19,41
2028,26,16,25,14,10,28,34,81,49,35,32,29
2029,28,11,28,17,10,18,49,33,46,35,19,16
2030,16,22,22,16,17,27,57,49,54,32,29,26
2031,26,11,18,14,16,14,27,42,42,35,19,26
2032,13,29,18,16,15,22,38,50,39,39,29,14
2033,26,16,20,15,10,17,73,73,32,30,23,21
2034,21,27,16,13,22,23,43,82,40,67,33,23
2035,28,21,14,14,13,15,52,84,20,21,31,17
2036,26,20,27,17,17,23,42,67,30,43,23,12
2037,19,13,11,19,8,15,44,63,23,37,28,21
2038,20,18,21,14,10,15,52,59,28,24,32,16
2039,23,24,23,21,12,31,44,80,58,40,19,19
2040,29,16,12,30,15,24,65,85,43,28,22,27
2041,23,15,17,13,14,32,26,41,35,42,29,19
2042,17,20,19,19,11,30,43,81,40,37,43,15
2043,18,25,13,18,15,24,67,66,54,18,26,18
2044,11,11,23,16,16,17,44,60,39,27,18,14
2045,17,28,15,31,11,21,30,87,56,39,28,33
2046,20,18,24,20,12,35,36,87,67,33,14,22
2047,18,17,23,15,12,26,40,64,29,38,21,17
2048,27,16,14,11,13,25,62,66,63,48,20,27
2049,18,20,26,14,11,28,48,101,32,37,26,22
2050,15,12,9,13,11,28,38,70,41,27,20,38
2051,25,32,10,13,11,25,40,77,38,32,22,29
2052,18,8,18,13,18,24,61,82,43,40,32,19
2053,30,19,10,20,26,14,55,67,33,38,47,43
2054,25,18,11,19,24,32,63,72,47,44,18,24
2055,36,26,18,28,9,14,64,61,60,47,40,28
2056,23,25,17,14,25,19,58,55,56,33,21,17
2057,11,16,21,27,21,22,27,117,89,30,17,30
2058,21,13,16,18,13,25,41,87,48,50,41,39
2059,18,21,17,10,17,19,61,44,79,37,18,17
2060,20,14,23,31,17,14,66,108,98,30,44,26
2061,25,16,16,24,21,31,50,63,29,24,29,31
2062,38,25,8,15,12,22,69,135,41,40,42,39
2063,35,21,20,11,13,34,63,80,33,53,35,35
2064,28,18,14,8,15,32,44,69,50,42,18,21
2065,23,16,10,17,14,37,39,41,34,36,38,24
2066,31,13,12,20,10,36,47,46,59,57,47,21
2067,34,15,25,12,15,21,80,80,47,27,18,28
2068,17,18,18,16,9,26,61,85,53,35,26,32
2069,32,22,18,22,18,23,44,55,37,38,32,35
2070,19,17,23,20,19,25,42,111,20,37,36,20
2071,12,17,16,12,24,23,39,62,51,41,22,27
2072,22,14,16,18,14,28,45,77,45,36,17,28
2073,37,10,11,27,18,20,40,63,58,38,35,27
2074,19,18,10,23,15,21,44,59,37,30,39,39
2075,22,20,21,17,15,17,37,94,44,38,24,25
2076,35,22,29,16,13,36,36,81,44,27,32,25
2077,25,14,21,22,17,27,30,72,52,71,45,39
2078,13,13,25,17,15,28,67,62,65,28,13,23
2079,31,14,18,17,14,25,56,83,44,46,30,24
2080,30,11,25,10,13,26,65,111,40,36,17,17
2081,25,29,17,20,13,11,50,76,29,49,23,24
2082,19,15,16,14,15,35,70,69,48,59,34,33
2083,22,18,13,20,16,14,36,84,53,39,39,22
2084,29,19,11,31,15,27,30,55,20,37,21,28
2085,20,22,10,21,15,29,56,81,30,66,22,33
2086,18,13,23,26,18,23,48,58,34,48,30,32
2087,27,14,14,10,13,24,20,85,53,64,10,34
2088,11,21,10,21,10,31,43,66,49,25,33,18
2089,23,12,22,23,17,30,71,96,25,39,22,16
2090,28,15,17,17,12,34,56,74,36,28,21,25
2091,20,16,22,29,18,39,37,49,56,64,29,22
2092,38,30,17,28,14,18,81,56,42,34,34,29
2093,21,14,14,14,13,22,43,113,62,27,24,18
2094,18,28,13,19,12,22,54,60,87,28,19,24
2095,16,19,14,16,17,18,33,111,49,40,25,24
2096,32,24,16,16,18,24,43,85,39,40,50,40
2097,24,13,15,14,11,36,42,69,42,35,25,47
2098,37,17,16,13,23,28,66,80,60,45,19,38
2099,22,25,18,18,6,17,39,115,54,30,38,19
2100,30,20,24,17,9,30,62,57,34,29,25,22
