"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,31,31,13,15,18,40,77,84,41,36,35,26
2007,40,14,18,16,15,44,56,76,44,31,37,19
2008,37,12,25,18,24,34,60,83,30,52,37,17
2009,29,20,32,20,20,24,41,87,44,27,42,37
2010,28,23,11,24,17,27,32,76,34,40,30,14
2011,40,39,29,20,17,25,72,93,58,46,21,21
2012,31,16,13,17,18,25,60,35,42,30,31,26
2013,26,27,15,21,32,20,32,61,64,64,31,25
2014,28,24,27,24,32,15,52,78,62,42,40,13
2015,19,24,31,20,21,19,48,138,63,50,36,14
2016,21,24,19,20,27,21,50,111,53,38,17,24
2017,22,14,14,19,32,39,53,112,53,34,31,33
2018,25,25,30,20,23,19,86,42,75,23,39,17
2019,25,30,43,22,16,53,33,114,41,39,23,20
2020,19,22,25,18,18,26,52,79,48,27,27,22
2021,21,36,15,13,13,27,91,151,79,47,32,28
2022,61,28,14,21,19,39,69,68,56,36,26,17
2023,13,22,20,22,13,28,54,99,88,50,30,29
2024,42,17,32,24,25,27,56,74,69,60,46,29
2025,22,18,15,23,22,63,61,99,46,33,26,39
2026,31,35,13,14,21,41,63,58,51,37,16,28
2027,27,18,20,13,22,22,45,91,47,39,20,49
2028,29,20,32,17,18,35,43,101,62,40,37,35
2029,35,12,38,17,15,25,55,39,53,45,22,19
2030,23,29,28,18,23,27,59,65,61,32,33,29
2031,33,15,21,14,21,17,36,54,54,36,22,31
2032,16,32,25,21,20,26,46,62,51,48,43,15
2033,38,23,24,18,14,23,77,86,38,36,27,22
2034,26,31,18,16,30,30,47,92,55,85,42,27
2035,38,28,16,13,19,28,54,92,24,24,36,17
2036,34,25,35,23,23,25,53,71,32,49,21,14
2037,25,14,11,24,10,17,53,77,30,42,35,24
2038,24,23,25,14,14,20,61,70,33,24,35,17
2039,33,30,30,27,19,34,48,90,69,45,17,17
2040,37,23,14,33,17,30,63,105,54,35,32,29
2041,27,16,19,12,20,42,40,59,39,49,32,22
2042,20,26,23,21,18,35,53,102,49,41,49,17
2043,21,33,16,16,20,28,73,72,76,20,31,21
2044,14,12,27,18,15,18,60,75,52,32,19,18
2045,18,38,17,38,17,22,33,110,73,50,34,39
2046,23,20,30,22,14,38,42,88,72,40,14,24
2047,22,21,28,17,19,30,46,72,32,43,28,21
2048,36,18,16,14,21,27,65,77,80,55,25,32
2049,23,21,36,15,16,35,62,117,39,36,35,23
2050,20,13,10,16,15,36,44,71,44,28,20,45
2051,32,38,11,13,14,27,46,97,46,41,31,30
2052,23,9,23,13,22,29,66,104,49,47,40,21
2053,33,27,13,26,34,21,70,76,47,47,55,50
2054,29,25,13,25,31,38,65,94,67,52,23,24
2055,50,36,25,33,12,16,76,71,73,52,42,29
2056,31,32,20,13,32,21,66,70,71,41,24,20
2057,13,18,25,27,28,24,38,125,110,38,21,30
2058,27,16,18,20,17,36,49,103,59,56,48,46
2059,23,29,21,12,22,23,78,59,91,41,24,21
2060,26,17,29,36,25,18,75,122,123,35,52,30
2061,28,16,21,29,29,34,58,75,39,27,38,32
2062,37,33,11,16,16,27,69,150,47,45,55,45
2063,44,27,26,15,18,45,73,98,41,50,43,39
2064,38,23,18,10,21,37,51,90,61,55,22,20
2065,29,21,14,20,19,46,48,50,39,44,48,29
2066,41,21,17,24,15,43,47,52,77,70,53,25
2067,39,17,32,12,22,28,79,94,62,34,26,34
2068,24,24,23,18,14,36,70,82,66,36,29,37
2069,43,27,25,26,28,28,56,68,53,44,32,38
2070,21,18,28,23,22,28,50,136,27,44,36,22
2071,18,21,20,16,38,29,44,56,68,54,26,32
2072,26,18,19,21,25,37,55,91,58,35,18,28
2073,43,9,12,27,23,22,46,74,71,40,41,31
2074,24,23,12,28,26,28,47,65,50,42,55,42
2075,25,21,25,22,17,23,42,116,51,42,30,26
2076,43,29,30,19,21,43,43,78,50,28,35,27
2077,29,14,29,29,27,31,42,92,72,88,54,45
2078,15,17,30,18,25,37,74,71,94,27,16,27
2079,41,17,21,20,21,27,61,95,50,52,40,30
2080,37,16,30,12,18,33,62,149,48,41,18,20
2081,32,34,21,22,18,15,46,87,47,58,30,27
2082,26,19,19,18,22,36,79,88,55,67,43,35
2083,31,26,17,26,21,19,45,99,62,42,51,30
2084,40,27,13,35,24,34,37,68,23,40,26,35
2085,31,30,13,25,22,40,58,99,41,87,29,40
2086,26,16,33,34,28,29,55,84,44,60,38,40
2087,36,16,17,10,16,35,24,108,53,77,14,38
2088,14,25,14,23,12,40,46,71,62,35,37,19
2089,27,15,28,27,23,43,81,116,30,52,31,20
2090,32,20,18,20,18,42,52,83,45,27,27,24
2091,22,20,27,32,21,48,48,60,66,80,32,20
2092,44,37,22,29,21,24,82,67,58,36,41,38
2093,26,21,17,16,22,27,54,138,57,29,22,21
2094,22,33,13,24,16,29,73,79,107,38,25,28
2095,19,20,18,17,24,22,43,124,52,47,33,29
2096,37,24,20,18,30,31,45,94,54,54,64,50
2097,27,15,20,19,16,42,46,85,62,41,32,56
2098,42,23,17,13,38,35,69,100,78,58,23,45
2099,27,35,21,22,10,23,43,130,72,37,45,19
2100,36,25,30,15,10,33,70,58,45,32,28,20
