"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,-30.2,-17.5,-21.9,-17.6,-1.6,12.7,10.3,9.9,2.2,-8.5,-23.4,-25
2007,-14.9,-21.1,-15.7,-15.7,-0.5,9.8,11.1,9.6,4.5,-2.5,-20.1,-19.5
2008,-28.8,-16.4,-16.5,-16.4,0.4,13.3,14.3,12.7,2.3,-1.6,-11.2,-16.5
2009,-11.8,-17.6,-17.2,-12,-2.3,12,12.4,11.5,3.1,-4.6,-13.5,-21.6
2010,-20.7,-26.3,-26,-8.5,1.8,13.9,10.8,9,5.5,-4.8,-9.7,-17.1
2011,-20.1,-17.2,-16.4,-13.8,-1.5,13.1,16.5,9.9,5.3,-5.3,-13.8,-28.4
2012,-16.2,-20.3,-18.4,-17,-1.3,12.1,10.4,7.2,1.4,-8,-16.6,-30.6
2013,-24.6,-20.2,-17.4,-16.7,0.5,9.4,10.4,8.6,4.9,-7.5,-12.4,-16.4
2014,-18.2,-17.4,-19,-15.7,1.7,11.5,11.2,9,3,-7.1,-17.3,-24.2
2015,-28.6,-18.8,-22.4,-13.3,-0.1,7.2,12.5,6.9,-0.1,-9.8,-18.3,-32
2016,-27.6,-24.8,-12.2,-12.7,2.5,13.4,16,12.6,5.3,-4.8,-11.8,-25.3
2017,-17.2,-18.2,-13.8,-11.6,4.1,15.3,15.5,12.2,5.4,-5.1,-11.5,-19.7
2018,-25.2,-14.2,-17.5,-11.5,-0.3,9.1,11.4,10.5,3.3,-11.1,-14.2,-29.3
2019,-31.9,-25.4,-23.6,-10.4,-2.2,6.1,11,8.6,2.6,-9.8,-12.7,-26.6
2020,-22.6,-20.2,-19.8,-12.2,0.8,10.7,15.9,9.6,4.5,-4.3,-13.3,-24.2
2021,-24.1,-27.9,-16.7,-13.1,-3.9,6.3,10.8,8.6,2.1,-7.6,-21.2,-23
2022,-27.9,-22.8,-17.8,-5.9,-0.1,13.3,14.5,10.3,5.9,-2.8,-9,-13.8
2023,-17.9,-12.6,-11.9,-6.4,0.4,12.3,12.5,8.3,4.2,-5.9,-13.5,-20.6
2024,-12.2,-17.6,-19.1,-13.8,-1.8,10.8,15.3,11.9,4.5,-9.2,-11.4,-14.9
2025,-16.2,-26.9,-27.1,-14.1,-2.8,10.9,13.8,11.1,2.9,-5.4,-16.8,-26.8
2026,-22.5,-21.3,-19.2,-11.5,-0.7,11.4,14.4,12.7,6.6,-2.3,-5.7,-17.9
2027,-13.5,-20.8,-17.9,-8.6,2.7,12,13.5,8.3,5.3,-4.2,-13.9,-13
2028,-28.6,-19.8,-17,-8.4,1.4,15,15.8,10.9,5.5,-3.7,-14,-23.4
2029,-18.9,-17.4,-20.4,-8.5,-1,12.5,12.8,9,4.3,-4.6,-11.3,-18.8
2030,-25.7,-13.9,-11.8,-8.7,0.5,11.7,15.6,12.1,6.3,-3.2,-10.7,-15.9
2031,-25.4,-20.6,-15,-7.9,3.3,15.1,14.5,10.8,1.5,-7.9,-13.4,-22.9
2032,-16.7,-19.1,-18.4,-15.9,-3.9,5.2,9.5,9.3,2.8,-10.6,-16.6,-26.2
2033,-23.3,-28.8,-14.3,-12.3,5.1,11.5,13.6,11.7,4.1,-7.2,-15,-16.6
2034,-26.4,-21.4,-15.6,-10.3,-0.9,12.6,16.3,9.4,3.2,-6.6,-16.5,-27.4
2035,-23.6,-14.9,-11.9,-15.1,-2.3,7,13,10.1,4.1,-6.4,-13.8,-20.9
2036,-22.8,-17.6,-20.8,-13.2,0.9,10.5,10.1,11.6,2.9,-3.4,-14.7,-17.1
2037,-24.1,-16.9,-12.2,-13.1,0.7,14.3,12,11,4.6,-6.9,-8.4,-19.5
2038,-21.9,-18.1,-13.5,-9.2,3.1,12.8,15.1,12.6,4.7,-4.5,-8.6,-14.1
2039,-19.9,-15.8,-15,-14,1.4,13.4,16.9,11.5,3.8,-2.7,-10.9,-26.1
2040,-20.6,-15.3,-15.8,-13.9,3.7,14.4,14.6,11.4,3.5,-8.1,-11.9,-22.6
2041,-26.8,-19,-17.1,-16.4,-2.3,9.4,16.4,12.9,3.2,-2.4,-6.8,-25.7
2042,-20.7,-21.8,-15.6,-10.4,2.3,9.5,12.8,10.8,4,-7.8,-15.2,-25.3
2043,-25.9,-20.4,-16.5,-10.5,-1.1,7.1,16.1,12.1,6.1,-2.7,-13.4,-21.9
2044,-17.9,-13,-14.2,-8.5,5.4,15.8,13.3,12,3.3,-2.5,-9.6,-21.2
2045,-19.4,-23.4,-22.2,-13.8,-0.2,12.5,12.6,9,3.1,-4.5,-10.7,-15.3
