"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,-16.9,-22.5,-19.8,-10.7,-0.7,8.9,9.8,8.3,5.7,-5.1,-10.4,-19.3
2007,-17.8,-19.2,-23.3,-14.3,-1.6,5.8,8.6,10.3,2.8,-5,-11.7,-20.1
2008,-24.9,-23.9,-21.5,-17,-0.4,7.8,12.1,8.7,1.4,-8.4,-17,-18.8
2009,-23.3,-28,-12.1,-11.2,0.3,8.9,10.9,9.5,3.9,-2.1,-9.9,-19.7
2010,-18.6,-17.5,-17,-9.4,1.8,8.9,12.6,10.2,5.9,-4.7,-14.7,-18.1
2011,-18.1,-14.7,-20,-10.2,1.6,7.7,10.4,10.2,3.1,-4.5,-12.7,-14.8
2012,-20.8,-20.6,-22.1,-11.6,-1.2,7.1,10.2,8.6,3,-8.7,-12.6,-19.9
2013,-24.7,-16.9,-17.4,-14.5,1.4,8.1,13,10.4,3,-4.7,-11.3,-18.1
2014,-26.2,-19.3,-17.8,-5.5,-0.6,7,12.6,11.2,4,-7.1,-17.9,-22.7
2015,-22.8,-25,-18.1,-6.8,1.2,9,12.7,10.1,4.1,-4.1,-7.2,-17.2
2016,-20.6,-21.5,-22.6,-9.9,0,8,9.4,10.1,4.3,-5.3,-9.9,-23.5
2017,-26.6,-17.3,-18.9,-9.7,1.1,9.1,13.1,10.7,5.6,-2.9,-5.5,-16
2018,-13,-25.6,-18.9,-8.3,0.2,9.3,9.5,7.6,1.7,-8.3,-14,-14.7
2019,-14,-17.3,-19.7,-8.1,2.8,10,11.4,10.1,6,-3.3,-9.6,-16.9
2020,-13.5,-16.5,-18,-13.9,0.3,9.6,12.6,11.7,7.1,-4.5,-14.3,-22.1
2021,-16,-16.6,-18.1,-7.7,1.6,9.4,12,10.8,5.6,-5.9,-9.5,-22.5
2022,-21.9,-23.2,-15.3,-8.3,-0.4,7.7,12.2,9,5.2,-5.6,-16.8,-20.9
2023,-14.4,-25.2,-19.3,-8.9,1.9,7.6,10,8.5,5.5,-4.6,-9.4,-17.5
2024,-20.9,-20.3,-17.7,-11.9,2.4,8.2,10.8,8.7,3.2,-5.5,-10.3,-12.6
2025,-13.5,-21.6,-21,-8.2,-2,8.2,12.3,10.1,5,-1.1,-12.9,-12
2026,-14.9,-24.7,-19.5,-9.1,0.7,7.3,11.8,9.2,3.6,-8.2,-11.4,-13.8
2027,-15.1,-15.6,-17.3,-8.7,3.5,6.9,12.9,10.9,4.2,-3.7,-10.4,-16.8
2028,-16.2,-24.1,-18.2,-11.8,1.9,7.6,12.9,10.7,5.7,-3.8,-8.7,-13.3
2029,-20.1,-26,-17.6,-9.3,-0.8,7.9,11.6,11.6,6.4,-5.8,-13.3,-15
2030,-16.2,-20.2,-17.8,-5.2,0.3,8.2,12.3,12.3,5.4,-3.3,-16.1,-14.9
2031,-21.7,-23.4,-16.1,-10.3,3.6,8.9,12.3,8.8,4.3,-1.6,-12,-16.2
2032,-22.6,-17.7,-14.6,-8.2,3.4,7.2,12.5,9.8,7.8,-4,-7.2,-15.2
2033,-16.2,-21.3,-12.8,-6.8,1.3,10.2,13,10.3,6.3,-3.6,-7.3,-19.9
2034,-23.1,-17.4,-22.7,-9.5,2.8,8,12.1,9.8,3.3,-5.3,-13.7,-22.6
2035,-13.9,-17.9,-19.1,-15.7,-1,6.9,11,10,4.8,-4.3,-14.3,-18.3
2036,-24.2,-13.8,-15.8,-10,1.6,9.9,12.5,11.8,7,-0.9,-10,-11.6
2037,-17.7,-21.5,-13.9,-8.6,-0.1,11.6,14.1,8.9,2.7,-3.3,-10.1,-19.2
2038,-20.5,-18.5,-14,-5.6,-0.7,8.2,12.7,10.9,3.3,-4.6,-12,-20.3
2039,-20.6,-24.9,-17.1,-9.3,-0.7,7.2,11.1,9.9,4.6,-4.9,-15.6,-20.7
2040,-17.9,-19.1,-15.9,-9.4,0.1,7.4,12.5,8.8,3.6,-6.2,-13.8,-13.3
