"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,13,12,12,8,17,34,44,64,34,32,21,24
2007,17,7,17,18,15,32,72,79,67,30,11,35
2008,27,21,16,17,22,24,39,75,76,44,19,31
2009,27,13,10,14,15,26,49,83,42,23,34,20
2010,8,7,11,7,9,29,46,58,43,24,25,12
2011,22,13,13,14,11,31,53,83,53,28,21,24
2012,12,10,32,29,21,30,52,49,56,39,9,23
2013,14,16,16,12,16,31,47,35,60,23,35,15
2014,21,9,27,9,23,28,80,106,46,28,36,24
2015,12,19,8,10,19,34,60,83,49,29,22,16
2016,13,11,15,24,17,37,77,74,60,37,22,23
2017,15,23,21,18,18,27,71,112,49,37,23,21
2018,17,16,11,9,15,28,68,39,42,28,20,25
2019,19,18,14,15,13,32,65,59,52,25,14,31
2020,25,18,30,17,13,26,56,80,40,36,18,31
2021,13,9,14,16,11,29,65,43,45,33,29,22
2022,15,9,17,12,13,25,55,59,37,32,26,27
2023,20,16,14,7,15,23,41,60,54,29,24,27
2024,29,16,14,10,19,29,78,82,76,30,38,34
2025,18,16,19,13,20,44,50,53,67,27,17,26
2026,16,15,17,12,18,33,58,97,43,30,37,24
2027,18,19,13,17,17,25,70,104,75,38,25,27
2028,24,19,11,14,18,31,59,96,47,33,37,28
2029,16,12,18,17,22,29,59,121,72,44,31,53
2030,40,9,22,21,15,39,42,41,44,41,33,23
2031,25,14,18,20,18,30,33,79,40,65,39,28
2032,28,12,9,12,15,30,54,62,49,44,32,30
2033,19,18,13,21,14,33,44,49,32,29,31,24
2034,17,31,15,10,19,25,54,87,70,36,18,24
2035,16,5,14,30,35,47,59,113,57,48,33,41
2036,12,18,16,9,20,29,42,91,44,32,24,21
2037,13,15,21,18,22,25,37,40,85,41,39,27
2038,28,31,24,18,7,28,60,81,68,41,23,23
2039,25,22,23,13,14,39,63,83,65,52,30,37
2040,25,24,24,23,20,23,64,32,38,48,50,31
2041,15,7,17,14,17,35,55,106,51,31,16,35
2042,27,15,25,10,16,36,50,71,49,28,20,27
2043,26,23,19,14,11,30,63,54,67,24,40,35
2044,22,17,15,12,19,19,60,65,57,28,25,19
2045,11,19,12,15,13,34,64,69,38,40,35,30
2046,22,13,12,18,14,22,69,72,58,37,30,28
2047,26,32,20,18,22,28,47,103,90,52,29,27
2048,31,28,14,18,21,39,78,78,44,34,45,30
2049,47,12,11,13,23,25,45,79,71,32,34,46
2050,17,24,9,7,18,38,81,139,88,31,30,30
2051,19,27,19,7,16,24,63,56,28,35,30,37
2052,18,15,15,13,14,46,59,65,59,54,55,22
2053,24,9,27,20,15,33,63,80,63,50,44,24
2054,17,17,20,16,25,36,61,92,59,50,26,32
2055,34,19,16,7,19,36,83,85,73,33,30,29
2056,16,35,21,11,21,32,61,56,65,45,45,25
2057,19,19,27,20,24,38,56,138,88,32,29,36
2058,20,15,16,22,17,34,45,86,67,33,19,29
2059,20,34,23,10,21,27,47,75,67,53,31,34
2060,28,17,20,13,21,38,57,78,57,34,26,28
2061,21,13,26,21,19,24,55,53,49,27,33,34
2062,26,18,22,16,24,30,53,134,53,69,34,45
2063,28,11,14,11,21,44,34,84,52,63,28,38
2064,19,15,18,9,15,48,70,83,97,51,31,33
2065,38,30,33,15,18,27,59,87,49,39,20,33
2066,27,16,15,16,25,30,51,53,106,23,30,34
2067,21,9,15,8,7,23,67,113,65,49,18,32
2068,11,16,27,11,20,37,68,100,72,42,46,24
2069,27,18,23,15,33,28,74,129,64,30,33,42
2070,32,11,14,11,16,33,48,70,34,36,39,34
2071,21,29,21,13,20,52,94,90,64,39,34,33
2072,46,35,29,19,28,35,81,105,60,77,42,22
2073,16,20,20,12,24,37,78,107,51,51,47,26
2074,21,13,18,16,23,33,74,62,50,13,17,30
2075,26,25,29,20,18,43,94,74,63,35,56,42
2076,15,16,27,10,16,22,61,56,45,50,15,23
2077,31,22,48,15,24,32,74,99,60,36,39,32
2078,22,17,22,7,10,33,78,85,46,22,37,28
2079,21,14,36,10,13,37,90,119,44,29,27,51
2080,35,14,24,18,16,30,60,85,30,49,31,23
2081,22,20,42,43,18,26,45,109,58,64,59,35
2082,15,22,23,17,17,44,90,95,27,53,29,31
2083,13,14,15,10,15,28,44,71,41,34,49,38
2084,16,16,20,17,19,22,59,40,45,39,41,34
2085,18,13,22,16,19,26,64,72,47,33,30,28
2086,26,14,16,25,23,34,96,80,62,32,36,30
2087,10,16,23,18,16,40,62,73,55,32,19,36
2088,20,26,13,12,28,33,66,73,56,27,47,33
2089,22,16,34,23,21,27,79,66,60,54,34,26
2090,29,17,11,26,16,33,64,79,66,46,29,43
2091,19,24,22,20,15,25,80,87,38,40,57,32
2092,14,19,15,18,22,36,63,68,48,41,35,25
2093,17,18,15,22,23,36,48,64,58,20,40,41
2094,14,25,27,17,28,28,83,61,82,55,18,45
2095,20,25,18,27,15,29,79,92,78,54,31,20
2096,11,11,19,11,20,35,65,92,46,43,35,37
2097,31,10,25,23,22,39,61,100,72,29,20,39
2098,24,15,23,17,24,33,76,78,51,50,41,24
2099,28,9,11,11,17,48,58,70,102,75,32,59
2100,49,23,29,16,18,45,72,74,28,40,30,19
