"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,-18.5,-13.1,-10.5,-7.4,1.2,10.4,14,12.8,5.6,-3.9,-10.5,-14.3
2007,-14.6,-19.9,-11.1,-5.6,4.6,10.8,14.5,11.7,5.4,-3.9,-8.5,-20.7
2008,-13.5,-16.2,-13.4,-7.6,4,11.1,14.4,10.1,3.3,-3.4,-11.5,-17.9
2009,-23.3,-19.2,-17.7,-11.6,0.1,9.5,13.6,10.7,4.1,-7.9,-16.9,-13.8
2010,-10.9,-16.7,-14.4,-12.6,1.9,10.1,13.3,11.6,2.9,-6,-13.7,-14.2
2011,-19.4,-18,-16.2,-10.9,0.6,8.3,14.1,12.3,5.1,-5.8,-12.3,-20.9
2012,-22.1,-15.8,-10.1,-7.9,2.6,9.9,12.4,10,5.2,-5.7,-9.5,-18.7
2013,-12.6,-18,-11.8,-7.6,1.4,7.8,12.7,10,4.9,-4.7,-8.5,-18.6
2014,-17.8,-21.3,-11.6,-10.6,2.2,9,14.2,11.2,6.9,-3.3,-10.6,-20.8
2015,-17.4,-24.8,-17.1,-10,0.8,9.1,11.3,9.6,4.1,-3.1,-8.8,-14.1
2016,-17.4,-13,-17.3,-8.9,2.5,8.9,11.6,11.3,4.6,-3.6,-13.5,-22
2017,-21.6,-15.7,-16.7,-7.4,2.6,7.6,11.8,10.9,5.9,-7.7,-16.5,-22
2018,-20.9,-24.8,-13.9,-5.6,2.9,10.8,11.8,10.9,5.9,-5.7,-13.1,-14.3
2019,-23.9,-18.4,-16.4,-13.6,-0.4,8.4,12,10.4,3.3,-5.9,-15.5,-11.8
2020,-19.4,-14.9,-14,-11.4,1.9,10.1,12.5,9.9,5.1,-5.9,-12.6,-21.6
2021,-16,-17.4,-19.2,-11.6,2.7,9.3,12.7,10.9,4.4,-3.6,-13.6,-15.5
2022,-21.1,-17.8,-15.2,-7.2,3.1,11.1,12.4,10,3.1,-6.5,-10.6,-14.9
2023,-21,-20.7,-13.5,-7.5,3.1,10.5,14.2,10.4,5.1,-5.4,-14.9,-17
2024,-20.6,-16.5,-16,-8.4,2.3,9.5,13.9,10.6,3.9,-5.3,-6.7,-16
