"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
2006,-17.4,-13,-6.1,-2.3,7.6,13.5,16.4,14.5,6.4,-3.4,-9.3,-15.5
2007,-15.1,-17.2,-6.4,-0.1,8.4,13.5,16.3,12.8,6.2,-3.4,-10.2,-22.1
2008,-13.2,-11.8,-10.3,-0.3,7.9,15.5,16.5,12.2,4.8,-2.7,-12.5,-20.7
2009,-22.6,-15,-11.7,-4.6,5,13.3,16.1,12.5,6,-6.9,-17,-12.3
2010,-10.6,-12.7,-11.2,-5.8,7,13.4,16,12.7,4.6,-3.8,-14.2,-13
2011,-18.5,-14.4,-11.3,-5.3,5.8,11.5,17.6,13.8,6.3,-5.2,-9.3,-20.2
2012,-21.2,-10,-5.6,-1.6,6.9,13,14.7,12.4,7,-2.6,-8.5,-15.7
2013,-12.3,-15,-8.8,-2.2,5.8,10.9,14.3,11.9,6.8,-3.4,-10.2,-19.9
2014,-15.4,-19.6,-8.9,-4.3,6,11.5,15.3,12.5,8.6,-2.8,-9.2,-19.8
2015,-17.6,-21.4,-12.2,-4.4,6.1,12.4,13.7,11.8,6.2,-1.4,-6.7,-13
2016,-17.7,-10.2,-12.8,-2.4,7,12.1,13.8,13,6.4,-1.9,-13.1,-21.4
2017,-20.9,-13.2,-12.8,-0.5,8.7,12,15.3,12.8,7.6,-6.7,-15.4,-20.1
2018,-21.9,-21.5,-10.5,0.3,7.1,14.5,13.8,12.8,7.6,-4.4,-12.2,-13.9
2019,-25.2,-15.7,-11.8,-6.9,5.1,11.9,13.9,12.3,5.7,-5.6,-14.5,-10.5
2020,-17.5,-11.7,-10.3,-5.4,6.2,12.5,14.9,12.1,7.1,-5.8,-15.6,-19.4
2021,-16.9,-12.7,-16.2,-4.5,6.9,12.6,14.7,12.6,6,-1.6,-14,-14.1
2022,-20,-15.7,-7.5,-1,6.5,13.3,14.4,11.6,5.6,-5.2,-10.6,-14.8
2023,-21.8,-16.7,-10.8,-0.8,7,12.9,16.7,11.6,6.9,-4,-15.2,-15.1
2024,-19.9,-13.1,-11.7,-1.5,6.4,12.1,16.1,12.5,5.8,-4.1,-5.7,-17.1
2025,-14.8,-12.5,-6.8,-2.6,6.1,12.1,13.6,13.7,6,-1.9,-18,-15.6
2026,-12.3,-21.4,-10.3,0.5,7.1,12.6,14.4,12.3,4,-3.7,-17.1,-23.4
2027,-17.1,-18.5,-9.1,-0.7,7.3,12.9,15.4,12.9,7.4,-3.4,-9.6,-16.1
2028,-17.4,-10.9,-9,-1.7,7.4,14,15.6,14.6,8,0.2,-15.2,-16.1
2029,-11.9,-14.6,-5.6,-0.4,7.7,12.5,15.4,12.3,7.7,1.8,-9.4,-11.7
2030,-18.4,-8.7,-8.5,-0.5,7.7,14.2,15.3,14.4,7.9,-2,-16.4,-20.8
2031,-14.2,-17.9,-9.4,-1.5,7.7,12.7,15.9,12,4.5,-4.5,-12.8,-13.4
2032,-17.3,-14.7,-10.1,0.1,5.2,9.9,13.8,12,4.6,-2,-10.5,-20.1
2033,-20,-13.4,-6.5,-0.8,9,14.2,14.7,13.2,4.9,-5.1,-8.3,-14.9
2034,-17.8,-9.9,-3.8,-1.5,8.2,13.6,16.9,11.8,8.4,0.9,-6.2,-11.8
2035,-17.8,-19.8,-11.8,-4.9,5.7,13.1,14,13.3,6.7,0.8,-10.9,-23.1
2036,-18.8,-10.8,-9.2,-5.5,8.3,12.9,16.5,15.2,7.6,-1.1,-9.9,-19.9
2037,-15.8,-16.9,-3.4,-0.1,8.4,14,16.4,13.7,7.1,-2.8,-10,-13.2
